192.52.178.30 'k.gtld-servers.net'
205.251.195.150 'ns-918.awsdns-50.net'
173.245.59.86 'chuck.ns.cloudflare.com'
158.69.21.99 'ca-ns01.cadenas.de'
114.67.160.152 NotFound
195.209.108.13 NotFound
205.251.196.104 'ns-1128.awsdns-13.org'
177.20.180.254 'ns1.egbt.net.br'
173.245.58.170 'jasmine.ns.cloudflare.com'
162.159.24.210 NotFound
172.64.34.216 'teresa.ns.cloudflare.com'
116.198.195.0 NotFound
177.66.114.3 'leticia.virtex.com.br'
189.89.217.58 'ns1.stratus.com.br'
85.12.197.230 'ns.isnet.ru'
177.66.116.59 'vtx-116-059.virtex.com.br'
205.251.198.41 'ns-1577.awsdns-05.co.uk'
108.162.193.167 'george.ns.cloudflare.com'
23.111.180.186 'host.icarai-mindnet.com.br'
23.111.180.187 '23-111-180-187.static.hvvc.us'
177.223.96.92 '177.223.96.92.txfiber.net.br'
139.162.192.198 'i-uk-linode.dnswl.org'
185.87.186.55 'crossbow.sorbs.net'
173.201.73.16 'ns32.domaincontrol.com'
216.172.172.20 'br442.hostgator.com.br'
217.11.48.200 'dns01.manitu.net'
205.251.195.249 'ns-1017.awsdns-63.net'
205.251.194.122 'ns-634.awsdns-15.net'
205.251.197.225 'ns-1505.awsdns-60.org'
168.119.33.79 'static.79.33.119.168.clients.your-server.de'
147.75.192.219 'd.auth-ns.sonic.net'
187.6.249.219 NotFound
205.251.194.197 'ns-709.awsdns-24.net'
205.251.196.30 'ns-1054.awsdns-03.org'
205.251.198.40 'ns-1576.awsdns-05.co.uk'
217.11.48.13 'hermes.manitu.net'
165.243.5.15 'prmns.lg.co.kr'
78.153.202.24 'ns4.sorbs.net'
213.87.45.24 'ns2.mts.ru'
69.16.163.8 'ns2.hwng.net'
138.99.133.36 'ns1.wlenet.com.br'
138.99.133.37 'ns2.wlenet.com.br'
27.122.242.230 NotFound
187.17.176.57 'ns3.adllink.com.br'
168.119.33.80 'static.80.33.119.168.clients.your-server.de'
69.16.132.8 'ns1.hwng.net'
205.251.199.100 'ns-1892.awsdns-44.co.uk'
162.241.157.59 'har.harbor-dubai.com'
172.64.32.223 'sofia.ns.cloudflare.com'
138.219.236.19 'ns1.newlifeinformatica.com.br'
173.245.59.136 'pete.ns.cloudflare.com'
217.20.155.93 'ip93.155.odnoklassniki.ru'
97.74.103.44 'ns67.domaincontrol.com'
173.245.59.120 'ivan.ns.cloudflare.com'
200.128.67.30 'ns2.uesb.br'
200.128.67.29 'ns1.uesb.br'
163.171.252.10 NotFound
200.128.56.33 '200-128-56-33.rev4.ufba.br'
189.9.36.82 NotFound
205.251.196.141 'ns-1165.awsdns-17.org'
61.151.180.45 '45.180.151.61.dial.xw.sh.dynamic.163data.com.cn'
187.17.176.55 'ns1.adllink.com.br'
198.135.110.205 NotFound
205.251.192.72 'ns-72.awsdns-09.com'
205.251.193.45 'ns-301.awsdns-37.com'
179.108.248.7 'peter-pan.bbctech.psi.br'
205.251.199.238 'ns-2030.awsdns-61.co.uk'
198.143.61.129 '198.143.61.129.ip.incapdns.net'
177.92.140.253 'ns2.zaptelecom.com.br'
210.193.2.36 'secdns.m1net.com.sg'
108.162.193.136 'pete.ns.cloudflare.com'
94.75.219.204 NotFound
168.196.43.98 'ns1.provedorvisuallink.net.br'
204.61.216.51 'nf-ns.pch.net'
144.199.196.20 'dns2.shell.com'
177.54.32.2 'ns1.softhousenetdns.com.br'
103.23.208.105 'ns4.pananames.com'
108.162.192.86 'cloe.ns.cloudflare.com'
134.163.128.20 'dns3.shell.com'
144.91.85.7 'server.servidorblindado.com.br'
131.108.103.226 'ns1.entelvias.com.br'
131.108.103.227 'ns2.entelvias.com.br'
185.24.64.72 NotFound
144.91.85.9 'ip-9-85-91-144.static.contabo.net'
173.245.58.230 'tina.ns.cloudflare.com'
186.195.8.12 '186-195-8-12.redetuxnet.com.br'
184.94.240.167 'adns3.ironport.com'
162.159.27.212 NotFound
172.64.32.204 'mira.ns.cloudflare.com'
192.141.108.50 '50.108.141.192.smartlinknet.com.br'
97.74.107.18 'ns35.domaincontrol.com'
205.251.197.56 'ns-1336.awsdns-39.org'
205.251.199.49 'ns-1841.awsdns-38.co.uk'
208.90.58.36 'adns1.ironport.com'
209.234.230.6 NotFound
205.251.196.9 'ns-1033.awsdns-01.org'
177.190.80.10 'ns1.adsnet-telecom.net.br'
177.38.178.3 'ns2.micks.com.br'
103.49.81.37 NotFound
205.251.196.37 'ns-1061.awsdns-04.org'
162.14.24.245 NotFound
185.159.197.48 'd-dns.pl'
192.95.20.79 'cloud.vaga-aberta.net'
45.58.132.19 'ns4.changeip.com'
205.251.194.88 'ns-600.awsdns-11.net'
173.245.58.204 'mira.ns.cloudflare.com'
205.251.199.179 'ns-1971.awsdns-54.co.uk'
46.182.19.207 'exodus.poulter.de'
134.146.80.20 'dns1.shell.com'
13.89.200.11 NotFound
162.144.123.75 'ns2.querokitdelivery.com.br'
13.68.253.100 NotFound
205.251.198.154 'ns-1690.awsdns-19.co.uk'
205.251.199.164 'ns-1956.awsdns-52.co.uk'
205.251.195.72 'ns-840.awsdns-41.net'
173.245.59.170 'gordon.ns.cloudflare.com'
205.251.195.123 'ns-891.awsdns-47.net'
173.201.66.65 'ns4.namefind.com'
162.144.104.87 'server01.querokitdelivery.com.br'
108.162.192.93 'dee.ns.cloudflare.com'
198.143.63.3 '198.143.63.3.ip.incapdns.net'
173.245.59.230 'scott.ns.cloudflare.com'
216.59.21.33 'server.ibsweb.com.br'
194.109.9.12 NotFound
205.251.195.43 'ns-811.awsdns-37.net'
108.162.193.226 'roan.ns.cloudflare.com'
205.251.197.104 'ns-1384.awsdns-45.org'
15.89.160.180 'ns5.hp.com'
186.193.152.4 'server02.pocos-net.com.br'
205.251.198.130 'ns-1666.awsdns-16.co.uk'
172.64.32.103 'beth.ns.cloudflare.com'
173.245.59.226 'roan.ns.cloudflare.com'
172.64.32.145 'sue.ns.cloudflare.com'
173.245.59.168 'gerald.ns.cloudflare.com'
125.39.86.8 'no-data'
108.162.192.230 'tina.ns.cloudflare.com'
116.203.4.105 'sa-update.dnswl.org'
54.187.121.5 'ec2-54-187-121-5.us-west-2.compute.amazonaws.com'
185.159.198.48 'h-dns.pl'
172.64.33.133 'noah.ns.cloudflare.com'
162.159.24.188 NotFound
205.251.194.142 'ns-654.awsdns-17.net'
108.162.192.103 'beth.ns.cloudflare.com'
205.251.197.12 'ns-1292.awsdns-33.org'
185.66.249.78 'blns75.spamcop.net'
200.248.113.249 NotFound
205.251.198.12 'ns-1548.awsdns-01.co.uk'
205.251.199.233 'ns-2025.awsdns-61.co.uk'
108.162.193.212 'newt.ns.cloudflare.com'
103.224.212.4 'ns2.trellian.com'
172.64.32.174 'jocelyn.ns.cloudflare.com'
200.198.212.166 'ns1.transportes.gov.br'
172.64.32.154 'elma.ns.cloudflare.com'
208.91.198.80 'md-13.webhostbox.net'
34.215.152.15 'ec2-34-215-152-15.us-west-2.compute.amazonaws.com'
205.251.199.199 'ns-1991.awsdns-56.co.uk'
200.198.212.167 'ns2.transportes.gov.br'
75.98.70.11 'ASHns1-ext1.fwmrm.net'
186.249.81.254 NotFound
75.126.162.196 'c4.a2.7e4b.ip4.static.sl-reverse.com'
200.17.116.252 'ns2.pop-al.rnp.br'
177.87.0.248 'ns2.netcell.inf.br'
177.124.138.232 '232.138.124.177.dinamicainternet.com.br'
205.251.196.13 'ns-1037.awsdns-01.org'
205.251.195.222 'ns-990.awsdns-59.net'
205.251.198.187 'ns-1723.awsdns-23.co.uk'
108.162.193.79 'burt.ns.cloudflare.com'
205.251.197.138 'ns-1418.awsdns-49.org'
205.251.194.80 'ns-592.awsdns-10.net'
205.251.197.133 'ns-1413.awsdns-48.org'
62.141.34.2 'ns2.ntdns.de'
205.251.198.160 'ns-1696.awsdns-20.co.uk'
172.64.32.212 'nola.ns.cloudflare.com'
91.198.47.1 'dns1'
52.179.22.208 NotFound
205.251.196.172 'ns-1196.awsdns-21.org'
194.8.30.2 'dns2.host-redirect.com'
108.162.192.212 'nola.ns.cloudflare.com'
205.251.194.158 'ns-670.awsdns-19.net'
144.76.229.147 'bravo.netsigma.pt'
108.162.192.117 'gina.ns.cloudflare.com'
94.126.175.203 'dns3.host-redirect.com'
172.64.33.153 'dean.ns.cloudflare.com'
89.33.192.99 NotFound
158.69.213.13 'ns2.flyingservers.net'
31.222.69.253 'ns6.slivki.ru'
143.215.143.7 NotFound
45.225.84.6 '45.225.84.6.novelltelecom.com.br'
45.225.84.5 '45.225.84.5.novelltelecom.com.br'
13.107.53.1 NotFound
108.171.135.68 'ns7.mailround.com'
205.251.195.162 'ns-930.awsdns-52.net'
205.251.197.159 'ns-1439.awsdns-51.org'
177.86.8.7 'jeri.flynettelecom.net.br'
106.11.30.114 NotFound
185.24.64.12 NotFound
173.245.59.108 'dan.ns.cloudflare.com'
177.86.8.8 'flysrvdns1.flynet.net.br'
205.251.198.239 'ns-1775.awsdns-29.co.uk'
205.251.194.23 'ns-535.awsdns-02.net'
203.107.0.207 NotFound
205.251.194.32 'ns-544.awsdns-04.net'
108.171.130.68 'ns6.mailround.com'
205.251.192.253 'ns-253.awsdns-31.com'
144.217.244.104 'ns2.scriptcase.host'
194.169.218.61 NotFound
54.37.78.148 'ip-54-37-78.eu'
174.142.142.161 'host07.sldal07.net'
199.67.140.101 'wlbnj01b.ssmb.com'
180.163.8.114 NotFound
205.251.196.206 'ns-1230.awsdns-25.org'
80.254.145.110 'ns0.mailround.com'
108.162.193.147 'tom.ns.cloudflare.com'
108.162.192.100 'abby.ns.cloudflare.com'
184.170.243.97 NotFound
205.251.193.34 'ns-290.awsdns-36.com'
187.4.128.190 NotFound
46.31.237.1 'ns51.constellix.net'
173.201.70.3 'ns06.domaincontrol.com'
173.245.58.95 'demi.ns.cloudflare.com'
200.233.180.199 '200-233-180-199.xd-dynamic.ctbcnetsuper.com.br'
162.159.24.144 'powerdns-prod04.dc.tutum.co'
205.251.195.81 'ns-849.awsdns-42.net'
162.159.44.63 'mike.ns.cloudflare.com'
3.223.22.200 'ec2-3-223-22-200.compute-1.amazonaws.com'
205.251.196.85 'ns-1109.awsdns-10.org'
45.55.153.157 NotFound
108.179.192.111 'br668-ip02.hostgator.com.br'
205.251.197.131 'ns-1411.awsdns-48.org'
199.67.138.101 'wlbny01a.ssmb.com'
72.232.188.26 '26.188.232.72.static.reverse.ltdomains.com'
89.150.195.2 'rbldns8.sorbs.net'
177.53.236.2 'ns1.nuvio.com.br'
205.251.195.167 'ns-935.awsdns-52.net'
172.64.33.100 'alex.ns.cloudflare.com'
45.33.127.156 'ns1.mythic-beasts.com'
179.109.80.27 'ns2.pontosat.net.br'
93.93.128.67 'ns2.mythic-beasts.com'
108.162.193.101 'andy.ns.cloudflare.com'
128.201.148.18 'ns1.sulinternet.com.br'
108.167.148.58 'ns2.reservado.hostgator.com.br'
172.104.27.136 'ns01.pluhop.com'
205.251.196.190 'ns-1214.awsdns-23.org'
128.201.148.19 'ns2.sulinternet.com.br'
207.224.234.106 'ns1.vtitan.com'
108.167.148.56 'ns1.reservado.hostgator.com.br'
189.201.248.4 'ns1.jmstelecomsp.net.br'
189.201.248.5 'ns2.jmstelecomsp.net.br'
205.251.198.165 'ns-1701.awsdns-20.co.uk'
205.251.196.207 'ns-1231.awsdns-25.org'
14.1.112.12 NotFound
186.202.126.115 'ns2.pleskcl0131.hospedagemdesites.ws'
172.64.33.123 'jay.ns.cloudflare.com'
187.73.49.252 'mail.maxwave.com.br'
179.108.128.22 'ns1.maximidianet.com.br'
186.232.196.234 'entrenaonda.234.196.232.186-BGP.entrenaonda.com.br'
51.91.224.95 'i.postimg.cc'
173.245.58.115 'fay.ns.cloudflare.com'
189.89.151.250 'dns3.itsweb.com.br'
167.249.16.45 '45-16-249-167.inetconnect.com.br'
13.107.49.2 NotFound
108.162.193.225 'ram.ns.cloudflare.com'
172.64.33.225 'ram.ns.cloudflare.com'
108.167.188.49 'br366-ip02.hostgator.com.br'
179.188.17.31 'ns2.cpanel0123.hospedagemdesites.ws'
13.110.73.128 NotFound
205.251.198.47 'ns-1583.awsdns-05.co.uk'
108.162.192.242 'zelda.ns.cloudflare.com'
172.64.33.233 'skip.ns.cloudflare.com'
208.80.124.13 'ns6.dnsmadeeasy.com'
200.144.1.132 'dns1.ial.sp.gov.br'
202.95.79.156 NotFound
95.217.34.237 'static.237.34.217.95.clients.your-server.de'
138.118.247.10 'ns1.netcol.com.br'
205.251.198.197 'ns-1733.awsdns-24.co.uk'
213.140.22.93 'dns4.fastweb.it'
173.245.58.157 'fiona.ns.cloudflare.com'
173.245.59.63 'amit.ns.cloudflare.com'
49.233.4.129 NotFound
45.63.90.25 'americadonorte.upx.com.br'
45.32.130.187 '45.32.130.187.upx.net.br'
216.40.47.20 'ns1.tucows.com'
204.13.251.15 'ns4.p15.dynect.net'
108.179.192.110 'br668.hostgator.com.br'
202.234.232.202 'ns1.ocn.ad.jp'
187.72.197.13 '187-072-197-013.static.ctbctelecom.com.br'
173.201.69.22 'ns44.domaincontrol.com'
108.162.192.137 'olga.ns.cloudflare.com'
216.128.31.5 NotFound
211.129.14.142 'ns-kg001.ocn.ad.jp'
137.189.6.21 'ovis.itsc.cuhk.edu.hk'
108.162.193.205 'merlin.ns.cloudflare.com'
138.121.63.132 'ns01.ti.talklink.com.br'
148.163.192.193 'ns04.box-ns.com'
192.185.217.147 'srv78-ip02.prodns.com.br'
205.251.194.188 'ns-700.awsdns-23.net'
192.185.217.242 'srv78-ip17.prodns.com.br'
177.8.81.233 'dns2.eb.mil.br'
177.8.89.223 NotFound
205.251.198.157 'ns-1693.awsdns-19.co.uk'
168.159.216.22 'gw.emc.com'
205.251.198.87 'ns-1623.awsdns-10.co.uk'
205.251.199.198 'ns-1990.awsdns-56.co.uk'
66.102.252.2 NotFound
108.162.193.64 'anirban.ns.cloudflare.com'
217.77.230.17 NotFound
45.227.116.5 '45.227.116.5.virtualinternetfibra.com.br'
108.162.193.243 'vern.ns.cloudflare.com'
210.5.56.146 'name1.chinatelecomglobal.com'
173.245.59.215 'nitin.ns.cloudflare.com'
205.251.199.217 'ns-2009.awsdns-59.co.uk'
170.247.23.181 '170-247-23-181.netecom.net.br'
189.51.144.38 'ns2.tvctupa.com.br'
221.228.255.2 'ns.jsinfo.net'
108.162.192.108 'dora.ns.cloudflare.com'
172.64.34.137 'frida.ns.cloudflare.com'
205.251.195.103 'ns-871.awsdns-44.net'
218.2.135.2 'ns.ptt.js.cn'
191.7.48.12 'ns2.viacast.com.br'
213.251.188.137 'dns17.ovh.net'
191.7.48.11 'ns.viacast.com.br'
209.51.168.107 NotFound
51.68.50.218 'ns1-sdeu1.likuid.com'
173.245.59.145 'tim.ns.cloudflare.com'
208.76.60.179 'ns3179.dns.dyn.com'
88.208.217.5 'server88-208-217-5.live-servers.net'
172.64.32.115 'fay.ns.cloudflare.com'
108.162.193.247 'west.ns.cloudflare.com'
193.206.141.42 'ns2.garr.net'
172.64.33.247 'west.ns.cloudflare.com'
186.237.194.22 '186-237-194-22.static.algartecnologia.com.br'
52.14.2.4 'ns2.amazee.io'
193.206.141.38 'ns1.garr.net'
162.241.41.165 'vps-3808774.planetadoc.com'
23.235.36.42 NotFound
162.241.176.194 'server.yourchoicetickets.com'
193.204.114.1 'dns.ien.it'
54.152.108.232 'ec2-54-152-108-232.compute-1.amazonaws.com'
172.64.34.236 'heidi.ns.cloudflare.com'
205.251.193.170 'ns-426.awsdns-53.com'
208.76.59.174 'ns2174.dns.dyn.com'
186.251.179.26 'ns2.redelinkcariri.net.br'
205.251.195.109 'ns-877.awsdns-45.net'
208.43.31.57 '39.1f.2bd0.ip4.static.sl-reverse.com'
173.201.71.44 'ns68.domaincontrol.com'
205.251.198.71 'ns-1607.awsdns-08.co.uk'
189.51.144.4 'mail.cabonnet.com.br'
186.194.224.6 '186.194.224.6.cabonnet.com.br'
35.223.187.99 '99.187.223.35.bc.googleusercontent.com'
209.234.234.43 NotFound
62.102.152.210 NotFound
217.160.80.213 'rns.ui-dns.de'
177.128.192.250 'ns1.voanet.net.br'
172.64.32.176 'june.ns.cloudflare.com'
129.213.174.175 NotFound
185.34.136.178 'j.ns.buddyns.com'
62.102.152.200 NotFound
173.201.69.2 'ns04.domaincontrol.com'
205.251.194.2 'ns-514.awsdns-00.net'
200.144.27.133 'ns2.al.sp.gov.br'
108.61.224.67 'b.ns.buddyns.com'
205.251.195.75 'ns-843.awsdns-41.net'
108.162.192.105 'dana.ns.cloudflare.com'
185.102.216.100 NotFound
69.55.52.220 'ns5.randomserver.com'
173.245.59.233 'skip.ns.cloudflare.com'
185.102.216.200 NotFound
158.69.195.127 'ns5.1-hostingservice.com'
108.162.193.233 'skip.ns.cloudflare.com'
189.10.108.181 NotFound
69.55.53.25 'ns3.randomserver.com'
208.69.39.2 'auth3.opendns.com'
217.70.187.151 'ns-150-c.gandi.net'
159.65.234.208 'alphazero.sinapseredes.com.br'
205.251.194.180 'ns-692.awsdns-22.net'
172.64.33.194 'lakas.ns.cloudflare.com'
94.23.160.167 'ip167.hoststock.ru'
146.255.57.228 'ns.vie.ccc.de'
77.67.63.106 'ns1.denic.de'
212.12.50.130 'S-DNS.irz42.net'
148.163.240.129 'ns03.pubnubdns.com'
144.217.107.59 'ip59.ip-144-217-107.net'
187.95.189.5 '187-95-189-5.vianet.net.br'
172.64.33.95 'dale.ns.cloudflare.com'
198.50.246.188 '198-50-246-188.hoststock.net'
198.100.156.185 '198-100-156-185.hoststock.net'
173.245.59.74 'bill.ns.cloudflare.com'
192.76.243.2 'ns10.univie.ac.at'
213.251.188.155 'dns111.ovh.net'
111.30.142.18 NotFound
144.76.108.190 'de12.reserver.ru'
200.0.70.1 'sol.cnptia.embrapa.br'
185.159.198.11 'si-2-tld.d-zone.ca'
209.198.142.147 'spamcop.prismnet.com'
205.251.197.147 'ns-1427.awsdns-50.org'
52.221.20.79 'ec2-52-221-20-79.ap-southeast-1.compute.amazonaws.com'
194.25.2.130 'dns01.btx.dtag.de'
205.251.196.83 'ns-1107.awsdns-10.org'
205.251.196.158 'ns-1182.awsdns-19.org'
52.182.128.11 NotFound
172.64.33.179 'jason.ns.cloudflare.com'
205.251.198.168 'ns-1704.awsdns-21.co.uk'
173.245.59.241 'major.ns.cloudflare.com'
172.64.32.62 'alla.ns.cloudflare.com'
172.64.33.241 'major.ns.cloudflare.com'
211.129.12.50 'ns-kn001.ocn.ad.jp'
61.151.180.48 '48.180.151.61.dial.xw.sh.dynamic.163data.com.cn'
173.245.59.165 'evan.ns.cloudflare.com'
108.162.192.183 'laura.ns.cloudflare.com'
108.162.193.201 'lynn.ns.cloudflare.com'
72.12.198.247 'rbldns2.sorbs.net'
205.251.197.249 'ns-1529.awsdns-63.org'
108.162.193.250 'zod.ns.cloudflare.com'
138.118.173.220 'ns1.srvhr.com.br'
205.251.196.98 'ns-1122.awsdns-12.org'
205.251.198.84 'ns-1620.awsdns-10.co.uk'
183.192.164.116 '.'
108.162.193.85 'chris.ns.cloudflare.com'
172.64.33.85 'chris.ns.cloudflare.com'
177.125.211.11 'sofia.liguetelecom.net'
162.159.44.108 'javon.ns.cloudflare.com'
108.162.195.108 'javon.ns.cloudflare.com'
177.125.211.12 'alana.spo.ligue.net'
198.181.117.9 'ns2.wordpress.com'
108.162.193.104 'bob.ns.cloudflare.com'
198.137.62.10 'ns6.onefiserv.com'
64.71.246.28 'ns3.wlfdle.rnc.net.cable.rogers.com'
87.106.246.154 NotFound
200.98.166.184 '200-98-166-184.clouduol.com.br'
205.251.198.85 'ns-1621.awsdns-10.co.uk'
200.133.238.29 'ns03.ufscar.br'
172.64.33.115 'greg.ns.cloudflare.com'
104.43.128.52 NotFound
213.81.153.153 'ns.telecom.sk'
198.143.61.103 '198.143.61.103.ip.incapdns.net'
205.251.195.119 'ns-887.awsdns-46.net'
213.81.170.170 'ns2.telecom.sk'
216.239.32.100 'ns-cloud-f1.googledomains.com'
72.29.84.88 'ns2.engecommerce.com.br'
162.159.8.148 NotFound
186.202.6.2 'ns2.hospedagemdesites.ws'
201.76.38.2 'ns1.hospedagemdesites.ws'
130.114.200.6 'ns03.army.mil'
180.76.9.250 NotFound
162.159.10.236 NotFound
108.162.192.184 'leia.ns.cloudflare.com'
217.160.81.213 'rns.ui-dns.biz'
151.80.139.34 'ns11.insertdns.com'
177.10.144.102 'ns1.plim.net.br'
172.64.32.237 'violet.ns.cloudflare.com'
205.251.199.85 'ns-1877.awsdns-42.co.uk'
177.155.112.39 'srvmx02.deztelecom.net.br'
129.250.31.21 'auth3.ns.gin.ntt.net'
177.87.119.250 NotFound
200.98.246.52 'ns2.servidorwebfacil.com'
177.87.112.246 'dynamic.netmigtelecom.com.br'
173.245.59.84 'chip.ns.cloudflare.com'
217.130.24.50 'ns3.comunitel.net'
194.8.194.70 'ns1.netcologne.de'
194.55.30.40 'voltaire.dwelle.de'
143.106.2.2 'ns1.unicamp.br'
143.106.62.6 'ns.ib.unicamp.br'
143.106.2.133 'ns3.unicamp.br'
195.201.119.124 'auth-ext0.dns.techfak.net'
64.62.153.152 NotFound
63.150.72.4 'authns1.qwest.net'
213.196.239.187 NotFound
46.166.189.99 'ns-usa.topdns.com'
138.117.189.2 'DNS2-138.117.189-2.linknet.srv.br'
211.233.62.125 NotFound
177.11.158.35 'dns2.minasnet-telecom.com.br'
172.64.32.59 'ali.ns.cloudflare.com'
211.233.62.124 NotFound
199.26.60.53 'ns1.risebroadband.com'
58.247.212.36 NotFound
45.54.48.1 'ns01.imgns.net'
185.24.64.60 NotFound
88.99.95.169 'youstable.com'
97.74.101.12 'ns23.domaincontrol.com'
66.54.95.1 'ns02.heredns.com'
163.191.205.5 NotFound
177.124.4.35 'dns02.imbranet.net.br'
119.8.243.234 'ecs-119-8-243-234.compute.prod-cloud-ocb.orange-business.com'
205.251.196.163 'ns-1187.awsdns-20.org'
69.134.7.7 'chrcnc-dns-03.chrcnc.twc.net'
192.82.113.7 NotFound
109.70.240.15 'ns1.actalis.it'
207.164.234.36 'toroon63nszp05.srvr.bell.ca'
172.64.33.207 'miles.ns.cloudflare.com'
163.191.155.5 'ns1.state.il.us'
203.107.0.210 NotFound
205.251.198.89 'ns-1625.awsdns-11.co.uk'
177.73.38.239 'sz1.linq.com.br'
138.59.51.250 'ns2.viasul.net.br'
108.162.193.196 'lex.ns.cloudflare.com'
208.78.70.13 'ns1.p13.dynect.net'
172.64.33.116 'hank.ns.cloudflare.com'
205.251.196.209 'ns-1233.awsdns-26.org'
173.245.59.110 'duke.ns.cloudflare.com'
54.232.53.255 'ec2-54-232-53-255.sa-east-1.compute.amazonaws.com'
172.64.32.161 'heather.ns.cloudflare.com'
108.162.192.161 'heather.ns.cloudflare.com'
172.64.33.82 'chad.ns.cloudflare.com'
208.78.71.13 'ns3.p13.dynect.net'
173.245.59.82 'chad.ns.cloudflare.com'
138.59.51.251 'ns1.viasul.net.br'
204.13.251.13 'ns4.p13.dynect.net'
162.88.50.16 'ns4.p78.dns.oraclecloud.net'
205.251.199.119 'ns-1911.awsdns-46.co.uk'
193.189.122.83 NotFound
172.64.33.74 'bill.ns.cloudflare.com'
121.51.160.100 NotFound
201.87.240.9 'ns1.logteltelecom.com.br'
205.251.198.22 'ns-1558.awsdns-02.co.uk'
205.251.198.75 'ns-1611.awsdns-09.co.uk'
201.87.240.10 'ns2.logteltelecom.com.br'
37.139.69.204 NotFound
205.251.193.133 'ns-389.awsdns-48.com'
108.162.192.232 'tricia.ns.cloudflare.com'
172.64.33.206 'micah.ns.cloudflare.com'
187.72.214.144 'dns02.uberlandia.mg.gov.br'
91.121.33.32 'fr-3.mcit-hosting.be'
194.2.0.60 'ns1.oleane.net'
173.245.58.153 'elinore.ns.cloudflare.com'
194.2.0.30 'ns0.oleane.net'
205.251.198.24 'ns-1560.awsdns-03.co.uk'
173.245.59.214 'nile.ns.cloudflare.com'
62.210.16.10 'nsa.online.net'
69.168.230.1 'ns3.worldcdn.net'
66.174.70.102 '102.sub-66-174-70.myvzw.com'
82.94.20.216 'mag.ik.nu'
205.251.195.122 'ns-890.awsdns-47.net'
54.39.87.176 'sm02.hoteldaweb.com.br'
54.39.133.110 'host164.hoteldaweb.com.br'
54.39.169.72 'reverso798.hoteldaweb.com.br'
172.64.33.144 'theo.ns.cloudflare.com'
108.162.193.100 'alex.ns.cloudflare.com'
158.69.211.72 'ns4.ca.san.psi.br'
97.74.107.28 'ns55.domaincontrol.com'
180.153.232.30 NotFound
45.225.38.20 'ns2.mundialstation.net.br'
51.254.133.134 'ns3.fra.san.psi.br'
173.201.75.28 'ns56.domaincontrol.com'
101.227.98.149 NotFound
173.245.59.206 'micah.ns.cloudflare.com'
187.72.214.143 'dns01.uberlandia.mg.gov.br'
209.87.212.242 'dns2.zonelabs.com'
172.104.214.105 'ns2.us.san.psi.br'
138.255.222.3 'ns2.fullnet.com.br'
108.162.192.84 'chin.ns.cloudflare.com'
211.138.18.126 NotFound
85.92.90.228 NotFound
205.251.194.171 'ns-683.awsdns-21.net'
173.245.59.193 'kurt.ns.cloudflare.com'
162.14.24.246 NotFound
187.120.168.3 NotFound
108.162.193.187 'justin.ns.cloudflare.com'
173.245.59.187 'justin.ns.cloudflare.com'
97.74.102.23 'ns45.domaincontrol.com'
54.243.126.240 'ec2-54-243-126-240.compute-1.amazonaws.com'
45.226.12.3 'ns2.diginetbrasil.com.br'
52.21.72.99 'ec2-52-21-72-99.compute-1.amazonaws.com'
177.12.162.3 'dns04.uni5.net'
205.251.194.177 'ns-689.awsdns-22.net'
172.64.32.87 'cortney.ns.cloudflare.com'
194.25.0.125 'pns.dtag.de'
187.120.168.2 NotFound
104.155.213.230 '230.213.155.104.bc.googleusercontent.com'
172.64.32.69 'aron.ns.cloudflare.com'
203.107.0.209 NotFound
192.157.56.138 'server.en.gs'
64.150.164.69 'tucano.strema.com.br'
213.251.128.137 'ns17.ovh.net'
172.64.33.216 'noel.ns.cloudflare.com'
52.29.141.171 'ec2-52-29-141-171.eu-central-1.compute.amazonaws.com'
177.85.240.10 NotFound
106.11.211.55 NotFound
172.64.33.160 'drew.ns.cloudflare.com'
54.38.220.113 'ns1.regxa.net'
172.64.32.232 'tricia.ns.cloudflare.com'
173.245.58.232 'tricia.ns.cloudflare.com'
205.251.198.151 'ns-1687.awsdns-18.co.uk'
51.89.153.93 'ukx1.exar.services'
172.64.32.216 'rafe.ns.cloudflare.com'
172.64.33.180 'jeremy.ns.cloudflare.com'
177.54.160.14 'ns1.tpnet.psi.br'
200.136.207.4 'NS01.ufscar.br'
205.251.195.98 'ns-866.awsdns-44.net'
52.192.137.163 'ec2-52-192-137-163.ap-northeast-1.compute.amazonaws.com'
205.251.198.57 'ns-1593.awsdns-07.co.uk'
79.125.118.243 'ec2-79-125-118-243.eu-west-1.compute.amazonaws.com'
45.63.105.222 'ns1.cedia.org.ec'
172.64.32.241 'yolanda.ns.cloudflare.com'
205.251.195.50 'ns-818.awsdns-38.net'
205.251.195.91 'ns-859.awsdns-43.net'
189.6.48.3 'bd063003.virtua.com.br'
111.206.176.30 NotFound
208.92.53.25 'ldn-gss01.streamtheworld.net'
200.136.249.232 'NS05.ufscar.br'
200.143.193.205 'corvus.ceo.rnp.br'
210.241.130.24 NotFound
205.251.196.72 'ns-1096.awsdns-09.org'
187.103.146.204 'ns2.sianet.com.br'
187.103.144.204 'ns1.sianet.com.br'
173.245.58.66 'april.ns.cloudflare.com'
34.234.12.201 'ec2-34-234-12-201.compute-1.amazonaws.com'
172.64.32.193 'marjory.ns.cloudflare.com'
173.245.58.193 'marjory.ns.cloudflare.com'
205.251.197.117 'ns-1397.awsdns-46.org'
